id,decision,decision__agree_n,confidence,confidence__agree_n,exclusion_criterion,exclusion_criterion__agree_n,n_models,unanimous,decision__qwen2.5-14b,decision__llama3.1-8b,decision__ministral-3-14b,exclusion_criterion__qwen2.5-14b,exclusion_criterion__llama3.1-8b,exclusion_criterion__ministral-3-14b,confidence__qwen2.5-14b,confidence__llama3.1-8b,confidence__ministral-3-14b
FDM4UN43,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
FEWH39IU,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
FFHW3ZC8,Include,3,87,3,,0,3,True,Include,Include,Include,,,,85,80,95
FGK5V96K,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
FHI3GH9V,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
FHZM93VG,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,90,80,90
FI3NCUVI,Exclude,2,93,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,85,100,95
FIF9H8JX,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
FIWX2FFP,Include,3,91,3,,0,3,True,Include,Include,Include,,,,95,80,98
FJDUUHBC,Exclude,2,91,3,,0,3,False,Include,Exclude,Exclude,,E2,E5,92,80,100
FK3EEP5Z,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
FK6W54PZ,Include,3,92,3,,0,3,True,Include,Include,Include,,,,95,80,100
FLII8GGU,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
FLJJAH7F,Exclude,3,88,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,90,80,95
FLK9M3F2,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
FNIXHCUJ,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
FR7JVFRY,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
FS9H9IEM,Exclude,3,87,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,90,80,90
FSYCUC88,Exclude,3,93,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,80,100
FTBI4JEQ,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
FUBK8GZX,Include,3,88,3,,0,3,True,Include,Include,Include,,,,85,80,100
FW7MHR56,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
FW9DKSUZ,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
FWKK3XH8,Exclude,2,92,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,100,80,95
FZ8V2P9I,Exclude,3,63,3,,0,3,True,Exclude,Exclude,Exclude,,E2,E5,0,100,90
G4CX7MTQ,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
G666DGSV,Exclude,2,92,3,E2,2,3,False,Exclude,Include,Exclude,E2,,E2,95,80,100
G7ZANKQP,Exclude,3,77,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,50,80,100
G828EAUK,Include,3,92,3,,0,3,True,Include,Include,Include,,,,98,80,98
GAT9U2NK,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
GAWJVPLC,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
GDUBCSQP,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
GEXTSJ77,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
GFN5DWA5,Exclude,2,93,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,80,100
GFS27NCA,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
GGKH9A6A,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
GGYB5WA8,Exclude,3,98,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,95,100,100
GIQA3HI5,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
GKSXDIVQ,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
GL6WJ487,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
GMP8J7HZ,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
GNENII8F,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
GNGZYR69,Exclude,3,95,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,95
GPBVRDH8,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
GQTLW2XQ,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
GR5QQKEA,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
GSWJFGTG,Include,2,92,3,,0,3,False,Exclude,Include,Include,E2,,,100,80,95
GT3SUZH9,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
GTQ8F2VZ,Include,3,99,3,,0,3,True,Include,Include,Include,,,,100,100,98
GU3X84ST,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
GU5S5NQV,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
GV9DZJRG,Exclude,2,97,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,95,100,95
GZY2KYNC,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,95
H2R6E3NT,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
H3MLN7IH,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
H53QZLK4,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
H6MFACB5,Include,2,93,3,,0,3,False,Include,Exclude,Include,,E2,,95,90,95
H76DWP8Y,Exclude,2,90,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,95,80,95
H7LDCEMN,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
H8GVYFYR,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
H8X7K546,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
H956N2FH,Include,3,91,3,,0,3,True,Include,Include,Include,,,,95,80,98
HD95EUQF,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
HDNMSFYZ,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
HDRSQTJV,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
HEEH45S4,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
HEEIEIT8,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
HG8YCHZV,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
HGPGY6VG,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
HGSTXVKY,Exclude,2,73,3,,0,3,False,Include,Exclude,Exclude,,E2,E5,50,80,90
HGV4NLIS,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
HHQ8RFGB,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
HHSY2J2D,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
HK3HSP9X,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
HKIPAWRM,Exclude,2,97,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,100,95
HL2YXVYA,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
HLNSZCF2,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
HMD98WQH,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
HT2ZC4QD,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
HU3BE2Y3,Include,2,85,3,,0,3,False,Include,Exclude,Include,,E2,,80,80,95
HUWVWD9U,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
HV5QDV83,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
HYBABXFX,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
HYQCL7T2,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
HZ2BMK5N,Include,3,97,3,,0,3,True,Include,Include,Include,,,,95,100,95
I2M639QL,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
I3L947ZH,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
I48ESCK2,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,95,100,95
I4EFXCNK,Exclude,3,97,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,90,100,100
I4NF7PI9,Exclude,2,100,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,100,100
I5WFUY78,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
I65Y8VFE,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
I7XTHAJZ,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
I8BGWAS8,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
I8NPMHLK,Include,2,93,3,,0,3,False,Include,Exclude,Include,,E2,,90,100,90
I8Z29AD3,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
I9G65VGY,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
I9ZYTR9E,Exclude,3,90,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,80,100
IBBQEJTE,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
IBGMFVXC,Exclude,3,88,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,85,80,100
ICVQU7TE,Include,2,92,3,,0,3,False,Include,Exclude,Include,,E2,,80,100,95
IDAPDDE9,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
IDZ8KYDI,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
IF3N7JX8,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
IGPHK9A6,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
IHA89E4L,Exclude,3,97,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,90,100,100
IHBJNJF6,Exclude,3,95,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,85,100,100
IHCLF3TR,Exclude,2,96,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,98,100,90
IHS4ZSM6,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E2,E2,E5,95,100,95
IIJ67ABM,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
IIL2X3FG,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
IJ7IRC3K,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
IKEN246V,Exclude,2,90,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,100,80,90
IM8EX3YS,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
IM9AYN8D,Exclude,3,83,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,50,100,100
IMYD3ZAN,Exclude,2,90,3,,0,3,False,Include,Exclude,Exclude,,E2,E5,100,80,90
IN3WUHRW,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
IQ5WQ4HA,Include,2,92,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,100
IQ8TQEZL,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
IRZ2RWLE,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
IS9VSID7,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
ISMAEYHE,Exclude,2,90,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,95,80,95
ITKK4K3D,Exclude,2,97,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,95,100,95
IV8DMPMK,Exclude,3,93,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,80,100
IW7JP29H,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
IWLMJL99,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
IX2CCC4T,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
IY5XI9RZ,Exclude,2,87,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,85,80,95
J256RTJZ,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,90,100,100
J2JTR9MZ,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
J5DJLIBG,Exclude,3,87,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,90,80,90
J6JNWEML,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
J7NJBQYZ,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
J7W999MA,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
J858G963,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,90,100,90
JACVPG4N,Exclude,3,97,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,90,100,100
JAH9FDF4,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
JANBBKR3,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
JDAIEZGM,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
JE426BL2,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
JFQPQGI4,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
JGTBTP7X,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
JHE2X293,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
JI93EMYV,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
JIBK53T3,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
JJI9D242,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
JJSNYA6A,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
JMGJCJKV,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
JMKPAV34,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
JPAFWCED,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
JRJAFGA7,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
JSXCMBQ8,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
JVCX8AMU,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
JVL4XZIN,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
JWSYF32T,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
JX2RFI9K,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
JXAUNHL8,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
JXNQXSW8,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E2,E2,E5,100,100,100
JXP85HJJ,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
JYX5HVNE,Include,3,87,3,,0,3,True,Include,Include,Include,,,,85,80,95
JZ2LZYXS,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
JZTSGQIH,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
K2L6JC8P,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
K4TP4AR3,Include,3,92,3,,0,3,True,Include,Include,Include,,,,95,80,100
K5MV8AYM,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
K7B764R4,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
K8224HQ4,Exclude,2,90,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,80,95
KA5WNPVJ,Exclude,3,98,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,98,100,95
KBLK6WLE,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
KCSYKKR2,Include,2,92,3,,0,3,False,Include,Exclude,Include,,E2,,100,80,95
KFD9PL8Q,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
KFS4QA6S,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
KGJNY25U,Exclude,3,67,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,0,100,100
KHC3SWUI,Exclude,2,100,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,100,100
KJBIIXUQ,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
KJJXW9L9,Exclude,3,93,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,80,100
KKKWCN4P,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
KMYRAFP6,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
KNG9QAKH,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
KNQ7H2TB,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
KP8GILKD,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
KPZGRUWM,Exclude,2,95,3,,0,3,False,Include,Exclude,Exclude,,E2,E5,85,100,100
KQ7SDPRP,Exclude,3,96,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,98,90,100
KQE56EP9,Exclude,2,100,3,E2,2,3,False,Exclude,Include,Exclude,E2,,E2,100,100,100
KTEYXQRC,Exclude,2,87,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,85,80,95
KV8REWN3,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
KXNLBZUW,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
KY5VYWQK,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
KYTRAX79,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
L3EWHFA2,Include,3,95,3,,0,3,True,Include,Include,Include,,,,95,90,100
L3FD3P4N,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
L4AVS8SL,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
L4PZECUB,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
L6E4YHZD,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
L7JN6S94,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
L7VAH36R,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
L82G8LWD,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
L9BWDJ5G,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
L9X9N9G7,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
LAES66EL,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
LALS26YN,Include,3,97,3,,0,3,True,Include,Include,Include,,,,95,100,95
LAPKHCDQ,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
LBLLVA2B,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
LBYVCI65,Exclude,2,94,3,,0,3,False,Include,Exclude,Exclude,,E2,E5,85,100,98
LCXHHPMY,Include,3,88,3,,0,3,True,Include,Include,Include,,,,85,80,100
LD8VWVMS,Include,3,87,3,,0,3,True,Include,Include,Include,,,,85,80,95
LDIFL45I,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
LDN2IEA9,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
LDS5I5JE,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
LDVWU726,Include,2,93,3,,0,3,False,Include,Exclude,Include,,E2,,100,80,98
LEASQ8FC,Include,3,97,3,,0,3,True,Include,Include,Include,,,,100,90,100
LFMCF5FW,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
LKVYAJIX,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
LLVMGWBY,Exclude,3,67,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,0,100,100
LMVWWDU9,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
LNT9XW4K,Exclude,3,72,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,20,100,95
LPZTKZUU,Include,3,92,3,,0,3,True,Include,Include,Include,,,,95,80,100
LR3DWNZL,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
LR7BG7ET,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
LRFYPWWP,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
LSJ79APX,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
LT4HG282,Exclude,3,90,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,80,100
LUMLN9V5,Exclude,2,93,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,80,100
LUMV28VD,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
LVB8SGCY,Exclude,3,93,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,80,100
LW6NIFR2,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
LX8PIA3H,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
M27C2PDQ,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
M2C2J24C,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
M2QUFEEW,Exclude,3,97,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,90,100,100
M4FX3CAV,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
M5JZ8JLU,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
M5RAYWMD,Exclude,2,88,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,95,80,90
M6EDK3ZM,Exclude,2,92,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,80,95
M7IFHIDX,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
M7L2ZL3H,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
M9CW2CQI,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
MA95VWAA,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
MAIWMJBD,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
MBDIUVPA,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
MC2IMSHZ,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
MCGZY3UQ,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
MCQNE5TP,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,95
MDZZWX6Z,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
MES45PWI,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
MH382U2B,Exclude,3,97,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,90,100,100
MHI5LAMT,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
MHVQX4VY,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
MJ3YDRLB,Include,3,93,3,,0,3,True,Include,Include,Include,,,,100,80,98
